config,cv_mean,cv_std,roc_auc,precision,recall,f1,time
LINEAR_C01,0.7894741417667553,0.005083675800574699,0.7992350118106848,0.3370723499719574,0.5054667788057191,0.4044414535666218,1.8005650043487549
LINEAR_C1,0.7891350794453674,0.005325099240011013,0.797941751759337,0.33710407239819007,0.5012615643397813,0.4031112614135949,1.5403759479522705
LINEAR_C10,0.7890859517634128,0.005260577199840689,0.7974482739115638,0.33636363636363636,0.4978973927670311,0.40149203119701593,1.489328145980835
