config,cv_mean,cv_std,roc_auc,precision,recall,f1,time
DEPTH_6,0.8020056122358176,0.009348720592665625,0.8040050792464593,0.2838444278234854,0.6165718927701056,0.38873239436619716,6.865065097808838
DEPTH_8,0.7979659884265701,0.010939273165166498,0.8026241027326632,0.2909090909090909,0.5978878960194963,0.39138526987503325,13.80220079421997
