config,cv_mean,cv_std,roc_auc,precision,recall,f1,time
SGD_LOG,0.7702070596468447,0.01588007090330485,0.7649629014794223,0.33020527859237536,0.4845094664371773,0.3927450296477154,2.247710943222046
SGD_HINGE,0.7775729329186672,0.014189925348157724,0.7746580213479046,0.3493975903614458,0.4242685025817556,0.3832102603964244,1.7012591361999512
SGD_ELASTIC,0.7738521324205073,0.012420186203991285,0.7617424656099067,0.327262044653349,0.4793459552495697,0.3889664804469274,0.4539179801940918
