config,cv_mean,cv_std,roc_auc,precision,recall,f1,time
DEPTH_15,0.7577819564088188,0.009439792002917374,0.7501888202194098,0.2755465175394001,0.4664371772805508,0.3464365612016619,3.3661890029907227
DEPTH_20,0.7577819564088188,0.009439792002917374,0.7501888202194098,0.2755465175394001,0.4664371772805508,0.3464365612016619,2.351762056350708
DEPTH_25,0.7383820461955366,0.014058145390638436,0.714626708821071,0.23774403470715835,0.47160068846815834,0.31612344966830114,0.7543129920959473
